Stock,Date,Open,High,Low,Close,Volume
HILTON,28-Nov-22,76.1,80.95,76.1,79.5,134368
HILTON,25-Nov-22,73.9,77.4,73.8,77.4,134671
HILTON,24-Nov-22,75.75,77.7,73.25,73.75,66075
HILTON,23-Nov-22,75.4,77.95,74.5,75.95,72345
HILTON,22-Nov-22,78.5,78.5,75.5,76.2,30885
HILTON,21-Nov-22,75.65,78,72.7,77.55,82757
HILTON,18-Nov-22,73.2,76.85,72.1,75.05,91437
HILTON,17-Nov-22,75.1,77.85,72.65,73.2,53794
HILTON,16-Nov-22,77.05,77.9,74.6,75.3,90087
HILTON,15-Nov-22,79.15,79.15,76.25,77.7,364099
HILTON,14-Nov-22,69.6,75.4,68.3,75.4,251867
HILTON,11-Nov-22,76.05,78.5,71.85,71.85,212341
HILTON,10-Nov-22,82.65,82.65,74.85,75.6,818076
HILTON,09-Nov-22,78.75,78.75,78.75,78.75,46375
HILTON,07-Nov-22,74.75,75,73.25,75,182230
HILTON,04-Nov-22,69.45,71.45,68.75,71.45,441180
HILTON,03-Nov-22,65,68.75,65,68.05,97553
HILTON,02-Nov-22,69,69,65.55,66.1,105443
HILTON,01-Nov-22,67.15,68.7,67.15,67.75,48795
HILTON,31-Oct-22,71.35,71.35,67.5,68,88465
HILTON,28-Oct-22,70,70.35,68.1,69.1,79395
HILTON,27-Oct-22,68.45,70.5,66.8,68.7,99989
HILTON,25-Oct-22,69.7,70.35,68,68.45,30831
HILTON,24-Oct-22,69.65,71.9,68.8,69.7,37764
HILTON,21-Oct-22,72,72,68.1,68.75,87178
HILTON,20-Oct-22,66,68.7,64.1,68.7,155724
HILTON,19-Oct-22,71.45,73.95,69.6,69.6,311134
HILTON,18-Oct-22,74.05,76.95,73.25,73.25,426219
HILTON,17-Oct-22,80,80.4,76.5,77.1,142152
HILTON,14-Oct-22,80,81.45,76.1,79.9,326890
HILTON,13-Oct-22,79.75,80,77.8,78.5,114217
HILTON,12-Oct-22,76.8,80.05,75.9,79.1,221394
HILTON,11-Oct-22,79,80,75.75,76.25,255202
HILTON,10-Oct-22,81,82.95,79.7,79.7,217727
HILTON,07-Oct-22,81,85.7,81,83.85,481146
HILTON,06-Oct-22,78.7,83,77.95,82.2,303372
HILTON,04-Oct-22,76,79.45,72.4,79.45,322937
HILTON,03-Oct-22,74,75.75,73.95,75.7,80893
HILTON,30-Sep-22,68.25,72.15,68.25,72.15,143979
HILTON,29-Sep-22,72.35,74.2,68.75,68.75,197123
HILTON,28-Sep-22,73,75.85,72.35,72.35,237675
HILTON,27-Sep-22,80.15,81,76.15,76.15,329184
HILTON,26-Sep-22,83.5,83.5,78.6,80.15,560081
HILTON,23-Sep-22,79.5,83.25,76.95,82.7,550013
HILTON,22-Sep-22,74.35,80.3,73.2,80.2,783270
HILTON,21-Sep-22,82.6,83.45,76.25,76.5,1006280
HILTON,20-Sep-22,80,81.2,77.4,80.25,780500
HILTON,19-Sep-22,71.15,77.35,71.15,77.35,357406
HILTON,16-Sep-22,77.9,77.9,73.7,73.7,464596
HILTON,15-Sep-22,77.9,77.9,72.9,77.55,369888
HILTON,14-Sep-22,74,75.8,73.3,75.8,229247
HILTON,13-Sep-22,70.6,72.2,68.65,72.2,195609
HILTON,12-Sep-22,70.35,71.5,67.3,68.8,380283
HILTON,09-Sep-22,73.9,73.9,68.4,69,311517
HILTON,08-Sep-22,71.75,71.9,69.5,71.9,241200
HILTON,07-Sep-22,66,68.5,65.85,68.5,186197
HILTON,06-Sep-22,64,65.25,60.6,65.25,149705
HILTON,05-Sep-22,57.8,62.5,57.8,62.15,375653
HILTON,02-Sep-22,63,63.05,58.3,59.55,517418
HILTON,01-Sep-22,63.05,64.3,61.15,61.35,72070
HILTON,30-Aug-22,66.1,67,62.7,63.3,216252
HILTON,29-Aug-22,62.7,66.8,62.7,66,193730
HILTON,26-Aug-22,63.6,66,62.85,66,184114
HILTON,25-Aug-22,59.6,63,58.55,62.9,155424
HILTON,24-Aug-22,60.15,61.05,58.25,60,203867
HILTON,23-Aug-22,63,63.5,60.45,60.85,205335
HILTON,22-Aug-22,65,65,63.15,63.6,117742
HILTON,19-Aug-22,69.35,69.35,65,65.3,163121
HILTON,18-Aug-22,68,68.85,66.15,67,186283
HILTON,17-Aug-22,66.25,68,66.05,66.85,213777
HILTON,16-Aug-22,64,67,62.05,65.8,327493
HILTON,12-Aug-22,62.7,65.6,61.5,65.3,470743
HILTON,11-Aug-22,55.65,59.75,55.65,59.75,554272
HILTON,10-Aug-22,53,55.45,52.65,54.35,322685
HILTON,08-Aug-22,50.75,53.7,50.15,53.1,213601
HILTON,05-Aug-22,50.8,53,50.5,50.65,163706
HILTON,04-Aug-22,50.2,53.3,50.2,50.8,346153
HILTON,03-Aug-22,50.8,51.5,49.1,50.8,392316
HILTON,02-Aug-22,49.95,51.8,47.8,50.45,577632
HILTON,01-Aug-22,48.45,49.35,45.95,49.35,537660
HILTON,29-Jul-22,45.95,48.5,45.95,47,340415
HILTON,28-Jul-22,46.45,46.95,44.7,46.85,332261
HILTON,27-Jul-22,46.45,46.9,45.45,45.85,41104
HILTON,26-Jul-22,47.5,47.9,44.85,45.75,165095
HILTON,25-Jul-22,45.7,47,44.55,45.75,321188
HILTON,22-Jul-22,44.8,45.1,43.5,44.8,208437
HILTON,21-Jul-22,43.5,43.8,40.15,43.8,112769
HILTON,20-Jul-22,41.55,42.65,41.55,41.75,99689
HILTON,19-Jul-22,41.3,42.65,41.3,41.9,159311
HILTON,15-Jul-22,42,42.75,41.2,41.4,46030
HILTON,14-Jul-22,41.5,42.05,40.4,41.35,189655
HILTON,13-Jul-22,40.9,42.8,38.95,41.55,214713
HILTON,12-Jul-22,39.5,40.95,38.9,40.95,63421
HILTON,11-Jul-22,38.4,39,36.35,39,271563
HILTON,08-Jul-22,39.2,39.3,36.05,37.15,291924
HILTON,07-Jul-22,37.45,37.45,36.2,37.45,206913
HILTON,06-Jul-22,32.65,35.7,32.65,35.7,197167
HILTON,05-Jul-22,33.7,35.3,33.1,34,311568
HILTON,04-Jul-22,33.7,35.85,33.65,33.65,101331
HILTON,01-Jul-22,39.1,39.1,35.4,35.4,114156
HILTON,30-Jun-22,37.25,37.25,37.25,37.25,7606
HILTON,29-Jun-22,34.75,35.5,34.75,35.5,5310
HILTON,28-Jun-22,33.8,33.85,33.8,33.85,7881
HILTON,27-Jun-22,32.1,32.25,31.95,32.25,22831
HILTON,24-Jun-22,30.75,30.75,30.1,30.75,20763
HILTON,23-Jun-22,28.4,29.45,26.65,29.3,91547
HILTON,22-Jun-22,28,28.05,27.95,28.05,18274
HILTON,21-Jun-22,25.8,26.75,25.8,26.75,34755
HILTON,20-Jun-22,25.25,25.8,24.5,25.5,18646
HILTON,17-Jun-22,25,26.4,24.4,25.75,6194
HILTON,16-Jun-22,26.65,26.65,25.35,25.65,4523
HILTON,15-Jun-22,26,26.75,24.8,26.65,6970
HILTON,14-Jun-22,25,26,25,25.9,15872
HILTON,13-Jun-22,26,26.5,25.5,26.1,2714
HILTON,10-Jun-22,27,27,25.35,26.8,2353
HILTON,09-Jun-22,27.5,27.5,26.15,26.35,3330
HILTON,08-Jun-22,27.7,27.7,26.6,26.95,3530
HILTON,07-Jun-22,26.65,27.45,26.5,26.9,4366
HILTON,06-Jun-22,29.35,29.35,27.45,27.85,3121
HILTON,03-Jun-22,29.9,30.9,28.65,28.85,9831
HILTON,02-Jun-22,28.75,30.25,28.4,29.65,9361
HILTON,01-Jun-22,28.6,29.45,28,28.95,9988
HILTON,31-May-22,29.3,29.6,27.95,29.3,13297
HILTON,30-May-22,27.85,28.95,26.75,28.35,3648
HILTON,27-May-22,28.3,28.3,26.5,27.85,5999
HILTON,26-May-22,27.8,27.8,27,27.45,5192
HILTON,25-May-22,28.85,29,27.8,28.4,7270
HILTON,24-May-22,29.2,30.5,28.85,28.85,11340
HILTON,23-May-22,30.3,31.75,30.2,30.35,13279
HILTON,20-May-22,32,32.5,30.9,31.75,13461
HILTON,19-May-22,34.2,34.2,31.85,32.5,18725
HILTON,18-May-22,33.5,33.6,30.55,33.5,21589
HILTON,17-May-22,31.8,32,30,32,6179
HILTON,16-May-22,29.75,30.6,29.05,30.55,4182
HILTON,13-May-22,28.1,29.15,28.1,29.15,3450
HILTON,12-May-22,29.8,29.8,27.75,27.8,27613
HILTON,11-May-22,31.25,31.25,28.95,29.2,15512
HILTON,10-May-22,30.1,32.25,30.1,30.2,4386
HILTON,09-May-22,31.5,34.45,31.4,31.5,17513
HILTON,06-May-22,32.85,34.35,32.75,33.05,5906
HILTON,05-May-22,35.1,35.1,34.15,34.35,11466
HILTON,04-May-22,35.35,36.7,35.1,35.7,15784
HILTON,02-May-22,36.55,37.25,35.05,36.85,6093
